reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,notes,standard_value,date
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,99.4,value in percentage,,99.4,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,139.1,value in thousands,,139.1,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.7,value in percentage,,98.7,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,82.3,value in thousands,,82.3,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,95.7,value in percentage,,95.7,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,4.0,value in thousands,,4.0,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.1,value in percentage,,99.1,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,44.9,value in thousands,,44.9,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,97.1,value in percentage,,97.1,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,110.1,value in thousands,,110.1,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.2,value in percentage,,98.2,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,8.1,value in thousands,,8.1,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.0,value in percentage,,99.0,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,24.0,value in thousands,,24.0,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,96.3,value in percentage,,96.3,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Spam,4.8,value in millions,,4.8,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.6,value in millions,,1.6,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,93.9,value in percentage,,93.9,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,34.7,value in thousands,,34.7,2025-05-01
2025,May,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.1,value in percentage,,99.1,2025-05-01
2025,May,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,781.8,value in thousands,,781.8,2025-05-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,98.2,value in percentage,,98.2,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.6,value in millions,,1.6,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,65.8,value in percentage,,65.8,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,39.4,value in thousands,,39.4,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,99.2,value in percentage,,99.2,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,142.4,value in thousands,,142.4,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.7,value in percentage,,98.7,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,161.7,value in thousands,,161.7,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,99.2,value in percentage,,99.2,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,48.1,value in thousands,,48.1,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.2,value in percentage,,99.2,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,48.1,value in thousands,,48.1,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,88.6,value in percentage,,88.6,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,11.8,value in thousands,,11.8,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.3,value in percentage,,97.3,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,11.3,value in thousands,,11.3,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.8,value in percentage,,99.8,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,10.5,value in thousands,,10.5,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,95.4,value in percentage,,95.4,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Spam,3.7,value in millions,,3.7,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.7,value in millions,,1.7,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.1,value in percentage,,99.1,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,39.1,value in thousands,,39.1,2025-04-01
2025,April,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.2,value in percentage,,99.2,2025-04-01
2025,April,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,845.9,value in thousands,,845.9,2025-04-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.2,value in percentage,,97.2,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,2.0,value in millions,,2.0,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,63.2,value in percentage,,63.2,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,51.8,value in thousands,,51.8,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,99.3,value in percentage,,99.3,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,132.1,value in thousands,,132.1,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.0,value in percentage,,98.0,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,88.4,value in thousands,,88.4,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,98.8,value in percentage,,98.8,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,5.8,value in thousands,,5.8,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.1,value in percentage,,99.1,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,49.2,value in thousands,,49.2,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,89.7,value in percentage,,89.7,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,8.1,value in thousands,,8.1,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.6,value in percentage,,97.6,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,9.7,value in thousands,,9.7,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,97.5,value in percentage,,97.5,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,11.1,value in thousands,,11.1,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,97.4,value in percentage,,97.4,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Spam,6.4,value in millions,,6.4,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.6,value in millions,,1.6,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,96.0,value in percentage,,96.0,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,39.7,value in thousands,,39.7,2025-03-01
2025,March,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.3,value in percentage,,99.3,2025-03-01
2025,March,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,741.2,value in thousands,,741.2,2025-03-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.3,value in percentage,,97.3,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.9,value in millions,,1.9,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,54.9,value in percentage,,54.9,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,41.4,value in thousands,,41.4,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,99.4,value in percentage,,99.4,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,94.2,value in thousands,,94.2,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,97.4,value in percentage,,97.4,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,76.8,value in thousands,,76.8,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,98.4,value in percentage,,98.4,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,3.8,value in thousands,,3.8,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.2,value in percentage,,99.2,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,46.8,value in thousands,,46.8,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,86.4,value in percentage,,86.4,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,4.4,value in thousands,,4.4,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.2,value in percentage,,98.2,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,5.2,value in thousands,,5.2,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.7,value in percentage,,99.7,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,4.5,value in thousands,,4.5,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,99.5,value in percentage,,99.5,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Spam,4.8,value in millions,,4.8,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.6,value in millions,,1.6,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,96.6,value in percentage,,96.6,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,39.9,value in thousands,,39.9,2025-02-01
2025,February,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.5,value in percentage,,99.5,2025-02-01
2025,February,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,600.8,value in thousands,,600.8,2025-02-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.5,value in percentage,,96.5,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.9,value in millions,,1.9,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,92.8,value in percentage,,92.8,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,178.3,value in thousands,,178.3,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,99.2,value in percentage,,99.2,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,87.6,value in thousands,,87.6,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.3,value in percentage,,98.3,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,101.3,value in thousands,,101.3,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,99.5,value in percentage,,99.5,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,5.2,value in thousands,,5.2,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.4,value in percentage,,99.4,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,74.2,value in thousands,,74.2,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,96.1,value in percentage,,96.1,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,25.1,value in thousands,,25.1,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.1,value in percentage,,97.1,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.5,value in thousands,,2.5,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,98.6,value in percentage,,98.6,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,5.5,value in thousands,,5.5,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,98.8,value in percentage,,98.8,2025-01-01
2025,January,Facebook,Content Actioned,Content Actioned,Unknown,Spam,5.2,value in millions,,5.2,2025-01-01
2025,January,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2025-01-01
